front_distance,left_distance,right_distance,goal_direction,previous_action,step_count,expert_action,scenario_type
15,7,70,right,turn_left,2,turn_right,narrow_gap
10,10,10,forward,none,5,reverse,dead_end
76,70,45,right,reverse,4,turn_right,goal_misalignment
22,39,54,forward,reverse,4,move_forward,low_distance_noise
72,27,65,right,none,2,turn_right,open_path
15,64,88,left,reverse,1,turn_right,front_obstacle
28,6,84,right,move_forward,5,turn_right,narrow_gap
13,17,9,left,move_forward,2,stop,dead_end
65,59,59,left,none,1,turn_left,goal_misalignment
14,41,36,forward,reverse,6,turn_left,low_distance_noise
57,86,41,left,reverse,1,turn_left,open_path
18,74,21,forward,turn_right,3,turn_left,front_obstacle
10,22,75,right,none,1,turn_right,narrow_gap
3,11,15,forward,turn_right,6,stop,dead_end
71,36,34,right,stop,3,turn_right,goal_misalignment
18,37,61,forward,turn_right,6,turn_right,low_distance_noise
74,74,47,right,stop,6,turn_right,open_path
18,72,34,left,stop,0,turn_left,front_obstacle
31,17,86,right,turn_right,2,turn_right,narrow_gap
5,12,11,left,turn_left,0,reverse,dead_end
79,30,70,left,turn_left,6,turn_left,goal_misalignment
12,38,63,forward,stop,2,turn_right,low_distance_noise
90,85,66,forward,none,1,move_forward,open_path
17,87,63,forward,reverse,4,turn_left,front_obstacle
14,7,45,right,reverse,3,turn_right,narrow_gap
3,10,18,right,stop,5,stop,dead_end
49,50,38,left,none,0,turn_left,goal_misalignment
17,32,87,forward,turn_right,1,turn_right,low_distance_noise
47,61,67,right,move_forward,6,turn_right,open_path
18,47,30,forward,reverse,4,turn_left,front_obstacle
10,6,60,right,none,3,turn_right,narrow_gap
13,9,6,right,turn_right,3,reverse,dead_end
48,57,73,left,none,4,turn_left,goal_misalignment
22,34,82,forward,stop,5,move_forward,low_distance_noise
82,56,47,left,turn_left,5,turn_left,open_path
12,85,74,right,turn_left,1,turn_left,front_obstacle
23,10,55,right,turn_right,6,turn_right,narrow_gap
12,13,11,forward,stop,0,reverse,dead_end
44,54,69,right,move_forward,5,turn_right,goal_misalignment
17,25,45,forward,turn_right,4,turn_right,low_distance_noise
88,74,71,forward,none,3,move_forward,open_path
18,65,88,left,reverse,3,turn_right,front_obstacle
28,8,74,right,stop,2,turn_right,narrow_gap
18,9,6,left,none,0,reverse,dead_end
57,72,66,right,reverse,3,turn_right,goal_misalignment
17,31,84,forward,stop,0,turn_right,low_distance_noise
47,29,32,right,stop,6,turn_right,open_path
16,42,22,forward,reverse,2,turn_left,front_obstacle
26,15,57,right,stop,6,turn_right,narrow_gap
13,18,9,forward,turn_right,5,stop,dead_end
58,56,27,left,none,3,turn_left,goal_misalignment
16,44,81,forward,turn_right,2,turn_right,low_distance_noise
49,43,69,left,stop,3,turn_left,open_path
17,21,83,forward,turn_right,3,turn_right,front_obstacle
34,10,64,right,turn_left,3,turn_right,narrow_gap
9,15,10,forward,move_forward,0,stop,dead_end
80,49,36,right,move_forward,3,turn_right,goal_misalignment
15,31,35,forward,move_forward,3,turn_right,low_distance_noise
89,50,90,forward,turn_right,5,move_forward,open_path
5,20,83,left,turn_left,2,turn_right,front_obstacle
30,19,52,right,move_forward,1,turn_right,narrow_gap
17,14,15,right,turn_right,3,stop,dead_end
62,67,86,right,turn_left,0,turn_right,goal_misalignment
15,34,58,forward,turn_right,6,turn_right,low_distance_noise
82,62,41,left,none,6,turn_left,open_path
16,17,16,left,turn_left,5,stop,front_obstacle
15,20,75,right,move_forward,3,turn_right,narrow_gap
16,11,9,right,reverse,4,reverse,dead_end
65,68,68,left,reverse,4,turn_left,goal_misalignment
21,22,72,forward,reverse,6,move_forward,low_distance_noise
74,37,74,right,reverse,6,turn_right,open_path
13,49,80,right,stop,4,turn_right,front_obstacle
29,7,60,right,turn_right,5,turn_right,narrow_gap
8,3,5,forward,move_forward,6,reverse,dead_end
47,85,27,right,move_forward,5,turn_right,goal_misalignment
13,25,43,forward,none,5,turn_right,low_distance_noise
93,69,36,left,stop,1,turn_left,open_path
12,31,25,left,move_forward,3,turn_left,front_obstacle
19,21,80,right,none,3,turn_right,narrow_gap
13,9,12,forward,stop,1,reverse,dead_end
62,62,81,right,move_forward,6,turn_right,goal_misalignment
20,40,75,forward,reverse,5,move_forward,low_distance_noise
83,78,28,right,reverse,2,turn_right,open_path
17,71,31,forward,reverse,0,turn_left,front_obstacle
25,12,61,right,turn_left,1,turn_right,narrow_gap
9,7,4,right,none,2,reverse,dead_end
57,57,54,left,stop,3,turn_left,goal_misalignment
18,34,77,forward,move_forward,4,turn_right,low_distance_noise
89,55,51,forward,none,3,move_forward,open_path
6,35,73,left,none,3,turn_right,front_obstacle
10,10,75,right,turn_left,1,turn_right,narrow_gap
18,15,4,right,move_forward,0,stop,dead_end
78,59,53,right,turn_right,2,turn_right,goal_misalignment
18,35,71,forward,turn_left,5,turn_right,low_distance_noise
46,37,29,left,turn_right,0,turn_left,open_path
5,85,19,right,stop,2,turn_left,front_obstacle
26,17,56,right,move_forward,6,turn_right,narrow_gap
16,3,4,forward,reverse,0,reverse,dead_end
59,25,44,right,none,4,turn_right,goal_misalignment
20,29,88,forward,reverse,1,move_forward,low_distance_noise
82,90,62,left,stop,1,turn_left,open_path
6,41,49,forward,reverse,1,turn_right,front_obstacle
11,10,70,right,stop,0,turn_right,narrow_gap
6,13,12,left,move_forward,2,reverse,dead_end
51,33,26,left,stop,0,turn_left,goal_misalignment
13,26,90,forward,turn_left,5,turn_right,low_distance_noise
69,86,71,right,turn_right,3,turn_right,open_path
17,60,72,right,reverse,6,turn_right,front_obstacle
14,22,52,right,reverse,6,turn_right,narrow_gap
17,18,10,forward,move_forward,5,stop,dead_end
81,83,44,left,move_forward,2,turn_left,goal_misalignment
19,40,36,forward,stop,4,turn_left,low_distance_noise
91,42,53,right,turn_right,0,turn_right,open_path
8,69,49,right,turn_left,4,turn_left,front_obstacle
34,16,58,right,move_forward,6,turn_right,narrow_gap
16,15,9,right,turn_right,5,stop,dead_end
77,39,72,left,move_forward,1,turn_left,goal_misalignment
14,20,42,forward,move_forward,4,turn_right,low_distance_noise
72,31,61,right,stop,2,turn_right,open_path
9,70,65,right,stop,6,turn_left,front_obstacle
18,19,80,right,stop,0,turn_right,narrow_gap
14,9,9,left,move_forward,0,reverse,dead_end
64,65,64,left,reverse,1,turn_left,goal_misalignment
17,41,76,forward,reverse,4,turn_right,low_distance_noise
82,74,79,forward,turn_right,5,move_forward,open_path
7,38,36,left,none,2,turn_left,front_obstacle
23,18,86,right,none,4,turn_right,narrow_gap
15,15,5,right,stop,2,stop,dead_end
48,85,57,right,none,6,turn_right,goal_misalignment
14,27,68,forward,none,3,turn_right,low_distance_noise
89,55,57,right,turn_left,6,turn_right,open_path
5,55,86,right,move_forward,6,turn_right,front_obstacle
27,5,67,right,turn_right,1,turn_right,narrow_gap
6,12,3,right,stop,1,reverse,dead_end
46,50,30,left,turn_right,1,turn_left,goal_misalignment
12,39,90,forward,reverse,3,turn_right,low_distance_noise
82,47,39,forward,none,1,move_forward,open_path
8,30,62,left,reverse,0,turn_right,front_obstacle
14,14,44,right,reverse,6,turn_right,narrow_gap
12,4,6,left,none,0,reverse,dead_end
54,33,42,right,turn_left,6,turn_right,goal_misalignment
17,21,59,forward,move_forward,2,turn_right,low_distance_noise
48,35,71,left,turn_right,3,turn_left,open_path
10,81,51,left,turn_left,5,turn_left,front_obstacle
34,17,42,right,move_forward,4,turn_right,narrow_gap
13,4,15,left,move_forward,4,stop,dead_end
61,59,85,right,move_forward,1,turn_right,goal_misalignment
20,43,52,forward,turn_right,0,move_forward,low_distance_noise
85,54,89,left,none,5,turn_left,open_path
12,21,85,left,stop,0,turn_right,front_obstacle
28,9,40,right,move_forward,2,turn_right,narrow_gap
5,7,12,right,none,4,reverse,dead_end
51,28,33,left,stop,2,turn_left,goal_misalignment
15,32,70,forward,move_forward,0,turn_right,low_distance_noise
83,72,56,right,reverse,4,turn_right,open_path
10,81,83,left,move_forward,0,turn_right,front_obstacle
12,9,57,right,turn_left,3,turn_right,narrow_gap
17,6,3,forward,move_forward,5,reverse,dead_end
89,88,58,right,stop,6,turn_right,goal_misalignment
16,30,66,forward,none,2,turn_right,low_distance_noise
60,69,77,forward,stop,2,move_forward,open_path
18,22,48,left,turn_left,3,turn_right,front_obstacle
25,19,90,right,turn_right,5,turn_right,narrow_gap
3,14,13,left,move_forward,4,reverse,dead_end
49,53,82,right,turn_right,6,turn_right,goal_misalignment
16,40,68,forward,turn_left,0,turn_right,low_distance_noise
46,80,45,right,reverse,0,turn_right,open_path
11,59,63,forward,none,5,turn_right,front_obstacle
23,22,74,right,turn_left,4,turn_right,narrow_gap
18,17,4,left,move_forward,0,stop,dead_end
42,59,31,left,move_forward,4,turn_left,goal_misalignment
24,23,37,forward,reverse,0,move_forward,low_distance_noise
86,74,70,right,none,6,turn_right,open_path
12,42,41,forward,reverse,4,turn_left,front_obstacle
15,8,86,right,none,2,turn_right,narrow_gap
18,12,6,right,turn_left,0,reverse,dead_end
38,90,25,left,reverse,1,turn_left,goal_misalignment
14,25,53,forward,turn_right,2,turn_right,low_distance_noise
92,35,31,left,turn_right,4,turn_left,open_path
8,85,70,forward,reverse,1,turn_left,front_obstacle
24,9,48,right,turn_right,1,turn_right,narrow_gap
18,14,16,right,stop,5,stop,dead_end
78,53,34,left,none,4,turn_left,goal_misalignment
16,22,90,forward,none,5,turn_right,low_distance_noise
86,70,64,forward,move_forward,5,move_forward,open_path
7,38,23,left,turn_left,0,turn_left,front_obstacle
26,18,36,right,none,5,turn_right,narrow_gap
4,6,4,left,turn_right,1,reverse,dead_end
60,29,62,right,stop,0,turn_right,goal_misalignment
15,27,38,forward,move_forward,5,turn_right,low_distance_noise
65,51,38,right,stop,1,turn_right,open_path
8,26,55,right,turn_left,6,turn_right,front_obstacle
29,20,61,right,turn_left,5,turn_right,narrow_gap
12,17,11,right,stop,4,stop,dead_end
55,63,90,right,turn_left,5,turn_right,goal_misalignment
17,33,52,forward,stop,0,turn_right,low_distance_noise
95,58,51,left,turn_left,4,turn_left,open_path
19,58,24,forward,turn_right,6,turn_left,front_obstacle
22,19,64,right,none,3,turn_right,narrow_gap
10,16,13,forward,stop,2,stop,dead_end
55,36,82,right,move_forward,6,turn_right,goal_misalignment
16,31,64,forward,none,4,turn_right,low_distance_noise
81,59,42,forward,move_forward,2,move_forward,open_path
8,76,32,forward,move_forward,6,turn_left,front_obstacle
33,8,54,right,move_forward,6,turn_right,narrow_gap
5,4,17,forward,turn_right,6,stop,dead_end
90,34,73,right,move_forward,3,turn_right,goal_misalignment
21,36,78,forward,move_forward,5,move_forward,low_distance_noise
77,87,27,left,move_forward,5,turn_left,open_path
9,58,78,forward,turn_left,0,turn_right,front_obstacle
12,16,65,right,turn_left,2,turn_right,narrow_gap
10,15,14,right,turn_left,0,stop,dead_end
71,61,51,left,turn_left,1,turn_left,goal_misalignment
15,43,66,forward,turn_right,6,turn_right,low_distance_noise
65,45,86,right,reverse,5,turn_right,open_path
11,48,73,left,none,2,turn_right,front_obstacle
22,9,52,right,turn_right,5,turn_right,narrow_gap
13,3,16,left,reverse,6,stop,dead_end
73,44,43,left,turn_right,5,turn_left,goal_misalignment
24,27,63,forward,turn_right,3,move_forward,low_distance_noise
91,41,32,left,stop,5,turn_left,open_path
18,27,52,left,turn_left,5,turn_right,front_obstacle
23,12,72,right,move_forward,4,turn_right,narrow_gap
5,5,13,left,none,4,reverse,dead_end
38,26,35,left,move_forward,1,turn_left,goal_misalignment
12,21,55,forward,none,2,turn_right,low_distance_noise
57,33,42,forward,turn_right,3,move_forward,open_path
6,63,89,left,stop,4,turn_right,front_obstacle
14,7,59,right,reverse,1,turn_right,narrow_gap
17,18,6,forward,move_forward,6,stop,dead_end
44,67,79,right,turn_left,6,turn_right,goal_misalignment
14,30,51,forward,reverse,6,turn_right,low_distance_noise
63,47,41,right,turn_left,5,turn_right,open_path
6,84,45,left,turn_right,4,turn_left,front_obstacle
15,5,35,right,turn_right,3,turn_right,narrow_gap
7,14,18,right,turn_left,2,stop,dead_end
83,87,86,left,turn_right,1,turn_left,goal_misalignment
23,38,37,forward,stop,2,move_forward,low_distance_noise
95,50,90,forward,none,6,move_forward,open_path
17,74,17,left,turn_right,3,turn_left,front_obstacle
15,8,53,right,turn_right,2,turn_right,narrow_gap
14,12,17,left,none,5,stop,dead_end
68,75,79,right,turn_right,6,turn_right,goal_misalignment
18,44,61,forward,turn_left,4,turn_right,low_distance_noise
46,71,44,right,stop,2,turn_right,open_path
13,50,71,right,stop,5,turn_right,front_obstacle
24,8,85,right,reverse,3,turn_right,narrow_gap
12,11,12,right,reverse,5,reverse,dead_end
35,49,42,right,stop,3,turn_right,goal_misalignment
17,40,86,forward,move_forward,1,turn_right,low_distance_noise
61,26,25,forward,turn_left,0,move_forward,open_path
15,25,83,right,move_forward,2,turn_right,front_obstacle
33,8,37,right,turn_right,5,turn_right,narrow_gap
18,16,6,left,move_forward,2,stop,dead_end
70,32,90,right,reverse,4,turn_right,goal_misalignment
24,33,65,forward,move_forward,2,move_forward,low_distance_noise
87,55,60,forward,turn_left,0,move_forward,open_path
8,71,32,forward,stop,1,turn_left,front_obstacle
10,6,57,right,turn_left,0,turn_right,narrow_gap
9,9,4,forward,turn_left,4,reverse,dead_end
37,74,44,right,turn_left,6,turn_right,goal_misalignment
15,43,37,forward,none,5,turn_left,low_distance_noise
45,84,56,forward,reverse,2,move_forward,open_path
14,66,78,forward,none,2,turn_right,front_obstacle
28,7,70,right,stop,3,turn_right,narrow_gap
14,4,13,forward,turn_left,4,reverse,dead_end
84,57,32,left,reverse,5,turn_left,goal_misalignment
16,29,39,forward,none,2,turn_right,low_distance_noise
63,85,48,right,reverse,4,turn_right,open_path
15,83,75,left,turn_left,2,turn_left,front_obstacle
11,20,55,right,turn_left,0,turn_right,narrow_gap
11,10,17,right,turn_right,0,stop,dead_end
41,60,60,right,turn_right,6,turn_right,goal_misalignment
16,29,74,forward,turn_left,6,turn_right,low_distance_noise
48,72,35,left,stop,5,turn_left,open_path
13,50,57,left,turn_right,6,turn_right,front_obstacle
21,17,86,right,turn_right,0,turn_right,narrow_gap
8,15,6,left,none,0,stop,dead_end
54,59,33,right,none,6,turn_right,goal_misalignment
20,35,57,forward,turn_right,1,move_forward,low_distance_noise
94,81,89,forward,stop,1,move_forward,open_path
9,87,69,right,reverse,2,turn_left,front_obstacle
18,17,61,right,move_forward,2,turn_right,narrow_gap
7,15,15,right,turn_left,6,stop,dead_end
49,77,39,left,reverse,0,turn_left,goal_misalignment
23,43,73,forward,turn_left,5,move_forward,low_distance_noise
61,64,55,forward,none,2,move_forward,open_path
17,89,87,forward,move_forward,5,turn_left,front_obstacle
11,17,53,right,reverse,3,turn_right,narrow_gap
17,6,15,forward,none,4,stop,dead_end
85,55,72,left,turn_left,5,turn_left,goal_misalignment
24,23,69,forward,move_forward,1,move_forward,low_distance_noise
46,61,57,right,turn_left,1,turn_right,open_path
12,54,39,left,turn_left,5,turn_left,front_obstacle
14,9,78,right,move_forward,0,turn_right,narrow_gap
6,10,6,right,move_forward,5,reverse,dead_end
63,63,88,left,reverse,5,turn_left,goal_misalignment
12,23,90,forward,move_forward,5,turn_right,low_distance_noise
60,47,77,left,move_forward,5,turn_left,open_path
15,15,19,forward,reverse,3,stop,front_obstacle
10,10,50,right,none,3,turn_right,narrow_gap
12,3,15,left,turn_left,5,stop,dead_end
49,81,41,left,reverse,2,turn_left,goal_misalignment
23,32,54,forward,none,6,move_forward,low_distance_noise
85,68,61,right,reverse,1,turn_right,open_path
16,68,26,right,none,4,turn_left,front_obstacle
24,14,38,right,move_forward,0,turn_right,narrow_gap
15,17,3,right,move_forward,5,stop,dead_end
42,37,30,right,move_forward,0,turn_right,goal_misalignment
17,36,90,forward,turn_right,5,turn_right,low_distance_noise
49,77,25,right,stop,3,turn_right,open_path
13,51,67,right,move_forward,2,turn_right,front_obstacle
22,14,49,right,stop,3,turn_right,narrow_gap
5,15,15,left,stop,6,stop,dead_end
74,56,70,right,turn_left,3,turn_right,goal_misalignment
12,30,61,forward,reverse,1,turn_right,low_distance_noise
58,90,28,left,turn_right,4,turn_left,open_path
15,57,27,forward,move_forward,6,turn_left,front_obstacle
32,8,82,right,move_forward,2,turn_right,narrow_gap
17,5,11,forward,turn_left,0,reverse,dead_end
37,37,79,right,turn_left,0,turn_right,goal_misalignment
22,37,76,forward,reverse,3,move_forward,low_distance_noise
66,28,89,left,stop,6,turn_left,open_path
11,18,55,left,none,1,turn_right,front_obstacle
35,20,39,right,turn_left,3,turn_right,narrow_gap
18,18,16,forward,turn_right,1,stop,dead_end
79,86,61,right,reverse,5,turn_right,goal_misalignment
18,39,50,forward,move_forward,5,turn_right,low_distance_noise
78,70,29,right,move_forward,4,turn_right,open_path
8,25,50,forward,turn_right,3,turn_right,front_obstacle
31,13,58,right,move_forward,1,turn_right,narrow_gap
10,4,7,left,turn_right,4,reverse,dead_end
88,78,47,right,none,3,turn_right,goal_misalignment
14,28,47,forward,reverse,1,turn_right,low_distance_noise
60,39,37,forward,none,2,move_forward,open_path
5,47,26,left,turn_left,4,turn_left,front_obstacle
24,15,40,right,turn_right,2,turn_right,narrow_gap
3,15,3,left,move_forward,2,stop,dead_end
40,90,68,right,turn_right,0,turn_right,goal_misalignment
17,36,73,forward,reverse,2,turn_right,low_distance_noise
93,73,61,left,move_forward,5,turn_left,open_path
14,56,60,forward,turn_right,1,turn_right,front_obstacle
25,22,57,right,none,3,turn_right,narrow_gap
8,15,11,right,turn_right,0,stop,dead_end
50,35,26,right,turn_right,4,turn_right,goal_misalignment
21,39,52,forward,turn_left,5,move_forward,low_distance_noise
86,38,42,left,stop,2,turn_left,open_path
11,89,77,left,none,0,turn_left,front_obstacle
27,20,83,right,none,5,turn_right,narrow_gap
3,10,15,forward,reverse,6,stop,dead_end
56,76,50,left,turn_left,3,turn_left,goal_misalignment
13,39,38,forward,stop,2,turn_left,low_distance_noise
72,44,79,forward,move_forward,4,move_forward,open_path
19,18,17,right,none,2,stop,front_obstacle
20,7,42,right,reverse,4,turn_right,narrow_gap
8,8,16,right,move_forward,6,stop,dead_end
51,38,65,right,move_forward,2,turn_right,goal_misalignment
12,40,89,forward,stop,5,turn_right,low_distance_noise
61,87,30,forward,reverse,2,move_forward,open_path
6,62,43,forward,none,0,turn_left,front_obstacle
17,11,57,right,turn_right,2,turn_right,narrow_gap
17,4,15,right,move_forward,0,stop,dead_end
84,78,71,left,none,5,turn_left,goal_misalignment
17,31,52,forward,reverse,1,turn_right,low_distance_noise
75,30,34,forward,none,2,move_forward,open_path
17,41,68,right,stop,0,turn_right,front_obstacle
14,20,41,right,turn_left,1,turn_right,narrow_gap
18,17,18,right,move_forward,1,stop,dead_end
88,42,43,right,turn_right,5,turn_right,goal_misalignment
20,26,53,forward,none,1,move_forward,low_distance_noise
50,52,78,left,turn_right,3,turn_left,open_path
18,17,32,forward,stop,0,turn_right,front_obstacle
28,19,55,right,move_forward,1,turn_right,narrow_gap
15,10,4,left,none,6,reverse,dead_end
48,42,51,right,turn_left,6,turn_right,goal_misalignment
15,24,72,forward,reverse,4,turn_right,low_distance_noise
68,63,87,forward,stop,4,move_forward,open_path
9,17,49,right,move_forward,0,turn_right,front_obstacle
33,15,43,right,turn_left,2,turn_right,narrow_gap
5,17,5,left,turn_left,0,stop,dead_end
85,71,63,left,stop,2,turn_left,goal_misalignment
17,29,54,forward,none,6,turn_right,low_distance_noise
75,48,71,left,turn_right,3,turn_left,open_path
5,45,67,left,none,6,turn_right,front_obstacle
10,8,50,right,turn_right,1,turn_right,narrow_gap
3,9,11,right,reverse,2,reverse,dead_end
81,26,86,right,none,0,turn_right,goal_misalignment
24,22,77,forward,turn_right,2,move_forward,low_distance_noise
82,81,83,left,turn_right,2,turn_left,open_path
14,90,23,left,reverse,4,turn_left,front_obstacle
13,19,60,right,none,4,turn_right,narrow_gap
13,13,10,left,stop,3,reverse,dead_end
56,90,41,left,reverse,3,turn_left,goal_misalignment
15,34,52,forward,move_forward,5,turn_right,low_distance_noise
89,54,78,right,turn_left,2,turn_right,open_path
16,69,42,forward,stop,5,turn_left,front_obstacle
18,22,45,right,none,5,turn_right,narrow_gap
4,4,6,forward,none,0,reverse,dead_end
47,79,77,left,reverse,0,turn_left,goal_misalignment
12,26,82,forward,turn_left,4,turn_right,low_distance_noise
50,62,36,right,stop,0,turn_right,open_path
13,82,54,right,move_forward,3,turn_left,front_obstacle
19,15,66,right,stop,2,turn_right,narrow_gap
9,12,8,forward,turn_left,6,reverse,dead_end
70,26,78,left,none,1,turn_left,goal_misalignment
14,24,44,forward,stop,3,turn_right,low_distance_noise
53,58,75,left,none,3,turn_left,open_path
10,28,22,right,turn_right,4,turn_left,front_obstacle
12,14,43,right,stop,5,turn_right,narrow_gap
14,3,12,forward,none,1,reverse,dead_end
45,81,53,left,stop,2,turn_left,goal_misalignment
13,25,37,forward,none,6,turn_right,low_distance_noise
62,77,73,right,turn_left,0,turn_right,open_path
6,89,72,forward,turn_left,1,turn_left,front_obstacle
16,15,84,right,reverse,1,turn_right,narrow_gap
10,15,12,right,reverse,0,stop,dead_end
84,27,36,left,turn_right,2,turn_left,goal_misalignment
19,23,83,forward,turn_left,0,turn_right,low_distance_noise
66,40,30,right,move_forward,6,turn_right,open_path
17,19,46,right,turn_right,0,turn_right,front_obstacle
28,16,77,right,turn_right,3,turn_right,narrow_gap
5,8,13,left,reverse,2,reverse,dead_end
52,80,34,right,reverse,5,turn_right,goal_misalignment
24,31,75,forward,turn_left,2,move_forward,low_distance_noise
49,86,75,left,none,0,turn_left,open_path
10,59,57,forward,none,1,turn_left,front_obstacle
14,21,54,right,reverse,5,turn_right,narrow_gap
12,18,10,forward,stop,4,stop,dead_end
60,51,66,left,stop,0,turn_left,goal_misalignment
22,25,72,forward,none,3,move_forward,low_distance_noise
92,56,61,left,reverse,5,turn_left,open_path
16,26,25,forward,turn_right,2,turn_left,front_obstacle
30,12,41,right,turn_left,2,turn_right,narrow_gap
3,4,17,right,turn_left,3,stop,dead_end
65,33,31,left,turn_right,2,turn_left,goal_misalignment
13,21,51,forward,stop,6,turn_right,low_distance_noise
74,33,43,left,reverse,5,turn_left,open_path
13,33,70,left,none,2,turn_right,front_obstacle
26,19,66,right,stop,3,turn_right,narrow_gap
8,10,3,right,turn_left,1,reverse,dead_end
89,47,61,left,move_forward,0,turn_left,goal_misalignment
21,43,59,forward,turn_left,0,move_forward,low_distance_noise
68,35,60,forward,turn_right,4,move_forward,open_path
15,40,62,left,move_forward,1,turn_right,front_obstacle
20,16,74,right,move_forward,3,turn_right,narrow_gap
15,3,5,left,turn_left,3,reverse,dead_end
73,86,86,left,none,1,turn_left,goal_misalignment
23,41,85,forward,move_forward,5,move_forward,low_distance_noise
48,76,47,left,move_forward,2,turn_left,open_path
14,62,80,left,turn_left,2,turn_right,front_obstacle
15,19,64,right,reverse,3,turn_right,narrow_gap
12,16,9,left,stop,5,stop,dead_end
75,31,39,left,none,2,turn_left,goal_misalignment
20,21,46,forward,turn_left,4,move_forward,low_distance_noise
69,52,81,forward,none,6,move_forward,open_path
13,65,32,right,turn_left,5,turn_left,front_obstacle
19,8,43,right,move_forward,2,turn_right,narrow_gap
13,18,13,right,reverse,0,stop,dead_end
53,52,25,left,move_forward,6,turn_left,goal_misalignment
13,23,73,forward,reverse,5,turn_right,low_distance_noise
77,27,32,left,move_forward,3,turn_left,open_path
15,62,73,left,turn_right,2,turn_right,front_obstacle
26,17,35,right,stop,3,turn_right,narrow_gap
4,8,8,right,turn_right,0,reverse,dead_end
90,38,82,left,turn_right,0,turn_left,goal_misalignment
17,20,47,forward,turn_right,2,turn_right,low_distance_noise
63,82,53,right,stop,3,turn_right,open_path
18,48,36,right,none,2,turn_left,front_obstacle
26,10,80,right,reverse,2,turn_right,narrow_gap
10,10,3,forward,turn_right,6,reverse,dead_end
69,47,75,right,none,2,turn_right,goal_misalignment
21,45,37,forward,reverse,0,move_forward,low_distance_noise
94,78,39,forward,none,2,move_forward,open_path
5,57,20,forward,stop,5,turn_left,front_obstacle
11,17,46,right,turn_left,3,turn_right,narrow_gap
16,12,4,right,turn_left,2,reverse,dead_end
36,45,28,left,reverse,5,turn_left,goal_misalignment
17,32,80,forward,reverse,4,turn_right,low_distance_noise
91,50,77,forward,stop,2,move_forward,open_path
16,88,26,right,none,2,turn_left,front_obstacle
22,13,79,right,none,4,turn_right,narrow_gap
17,14,12,forward,reverse,2,reverse,dead_end
66,34,49,right,none,5,turn_right,goal_misalignment
18,45,36,forward,stop,6,turn_left,low_distance_noise
67,79,73,forward,turn_right,2,move_forward,open_path
18,81,72,right,none,2,turn_left,front_obstacle
10,17,56,right,reverse,2,turn_right,narrow_gap
5,14,5,right,reverse,2,reverse,dead_end
52,81,81,right,none,0,turn_right,goal_misalignment
17,31,81,forward,none,5,turn_right,low_distance_noise
93,49,78,right,reverse,0,turn_right,open_path
18,72,16,left,turn_left,4,turn_left,front_obstacle
27,8,83,right,reverse,3,turn_right,narrow_gap
3,10,4,left,turn_right,2,reverse,dead_end
55,50,59,left,reverse,0,turn_left,goal_misalignment
13,33,42,forward,turn_right,0,turn_right,low_distance_noise
61,82,31,right,none,2,turn_right,open_path
11,58,69,forward,turn_right,2,turn_right,front_obstacle
21,13,41,right,turn_left,4,turn_right,narrow_gap
3,10,4,right,stop,0,reverse,dead_end
54,61,28,left,none,0,turn_left,goal_misalignment
15,38,68,forward,turn_left,2,turn_right,low_distance_noise
63,38,43,right,turn_left,6,turn_right,open_path
5,40,65,right,turn_right,1,turn_right,front_obstacle
13,10,88,right,reverse,1,turn_right,narrow_gap
4,7,10,right,reverse,4,reverse,dead_end
79,29,39,right,turn_left,1,turn_right,goal_misalignment
22,42,74,forward,turn_left,3,move_forward,low_distance_noise
52,41,53,left,move_forward,1,turn_left,open_path
8,16,42,right,stop,0,turn_right,front_obstacle
30,20,84,right,turn_right,4,turn_right,narrow_gap
17,9,18,forward,turn_left,4,stop,dead_end
49,89,35,left,move_forward,3,turn_left,goal_misalignment
24,22,74,forward,turn_left,3,move_forward,low_distance_noise
57,84,52,left,turn_left,3,turn_left,open_path
12,36,74,forward,none,0,turn_right,front_obstacle
27,15,43,right,turn_right,3,turn_right,narrow_gap
11,18,9,right,reverse,1,stop,dead_end
49,34,73,left,stop,2,turn_left,goal_misalignment
20,44,73,forward,none,6,move_forward,low_distance_noise
80,80,49,left,none,1,turn_left,open_path
10,27,70,left,stop,2,turn_right,front_obstacle
27,21,60,right,none,4,turn_right,narrow_gap
9,12,14,right,none,1,reverse,dead_end
87,36,48,right,move_forward,2,turn_right,goal_misalignment
16,29,58,forward,turn_left,3,turn_right,low_distance_noise
45,38,45,left,turn_right,0,turn_left,open_path
11,71,63,left,stop,4,turn_left,front_obstacle
27,17,64,right,turn_left,0,turn_right,narrow_gap
17,7,4,right,turn_right,5,reverse,dead_end
58,45,43,right,none,3,turn_right,goal_misalignment
24,30,57,forward,move_forward,5,move_forward,low_distance_noise
58,34,44,forward,none,5,move_forward,open_path
13,44,41,forward,turn_left,3,turn_left,front_obstacle
26,19,49,right,stop,3,turn_right,narrow_gap
3,15,17,right,reverse,2,stop,dead_end
79,68,83,left,move_forward,4,turn_left,goal_misalignment
13,32,39,forward,none,4,turn_right,low_distance_noise
64,38,88,left,stop,4,turn_left,open_path
18,48,57,left,none,6,turn_right,front_obstacle
13,21,78,right,turn_right,6,turn_right,narrow_gap
15,7,17,forward,move_forward,2,stop,dead_end
63,74,87,right,turn_right,2,turn_right,goal_misalignment
16,31,37,forward,reverse,6,turn_right,low_distance_noise
53,32,82,right,none,2,turn_right,open_path
16,54,45,right,turn_left,1,turn_left,front_obstacle
